Ten_Truyen,Tac_Gia,The_Loai,Tinh_Trang,Luot_Xem,Luot_Sao,Luot_Binh_Luan,Luot_Cam_On,Link
Bị tuyệt tình đoạn dục sau ta thành vạn nhân mê / Như thế nào hòa tan một cái băng sơn mỹ nhân [ xuyên thư ],Công Tử Vu Ca,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Hệ thống , Xuyên thư , Chủ thụ , Sảng văn , Nhẹ nhàng , Pháo hôi , Kim bài đề cử 🥇 , Ngược tra , Vả mặt , 1v1 , Jack Sue , Xuyên về thế giới cũ , Hải vương",Hoàn thành,305328,4071,219,,https://wikicv.net/truyen/bi-tuyet-tinh-doan-duc-sau-ta-thanh-van--YKHdYFS4CG9o5Lvu
Xuyên thành vai ác thủ phụ gia ngoan bảo,Hoài Nhược Cốc,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Xuyên việt , Chủ thụ , Liên Thành 3 sao , 1v1 , Đoàn sủng",Hoàn thành,273375,4071,63,,https://wikicv.net/truyen/xuyen-thanh-vai-ac-thu-phu-gia-ngoan-bao-Z2rdfPTaEF5xcbHV
Ngươi thế thân gia gia ta xuyên đã trở lại,Lâm Thược,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Song khiết 🕊️ , Xuyên thư , Hào môn thế gia , Cường cường , Chủ thụ , Sảng văn , Nhẹ nhàng , Trâu già gặm cỏ non , Nghịch tập , Vả mặt , 1v1",Hoàn thành,296975,4065,197,,https://wikicv.net/truyen/nguoi-the-than-gia-gia-ta-xuyen-da-tro-l-XlcZzlS4CHHcdRQT
Kinh tủng thẳng sính [ vô hạn ],Lâm Thược,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Kinh dị , Ngọt văn , Song khiết 🕊️ , Cường cường , Vô hạn lưu , Chủ thụ , Nhẹ nhàng , Trò chơi , Ấm áp , 1v1 , Thẻ bài , App",Hoàn thành,141841,4062,144,,https://wikicv.net/truyen/kinh-tung-thang-sinh-vo-han-X0D1vFS4CE_4q66r
Thẳng nam công cải tạo hệ thống [ xuyên nhanh ],Thiển Mặc Li Thương,"Nguyên sang , Đam mỹ , Cổ đại , Cận đại , Hiện đại , Tương lai , HE , Tình cảm , Huyền huyễn , Xuyên việt , Ngọt văn , Hệ thống , Song khiết 🕊️ , Xuyên nhanh , Tinh tế , Hào môn thế gia , Lính gác dẫn đường , ABO , Giới giải trí , Cường cường , Chủ thụ , Sảng văn , Nhẹ nhàng , Kiếp trước kiếp này , Phát sóng trực tiếp , Linh dị thần quái , 1v1 , Main là động vật",Hoàn thành,540685,4053,108,,https://wikicv.net/truyen/thang-nam-cong-cai-tao-he-thong-xuyen-nh-XT%7E1HzzLcgUASd7O
Thú thế dưỡng lang [ làm ruộng ],Giá Hòa,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Ngọt văn , Thú nhân , Sinh con , Chủ thụ , Kim Bảng 🏆 , 1v1",Hoàn thành,285136,4053,21,,https://wikicv.net/truyen/thu-the-duong-lang-lam-ruong-ZAHNjVS4CGAOBUq3
Thực tập thần minh sổ tay,Vân Cưu,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Dị thế , Dị năng , Song khiết 🕊️ , Cường cường , Chủ thụ , Kim Bảng 🏆 , 1v1 , Cthulhu , Thần minh",Hoàn thành,112224,4051,103,,https://wikicv.net/truyen/thuc-tap-than-minh-so-tay-ZzS6HPTaEA%7ELA83P
Gả cho Long Ngạo Thiên,Trương Nguyên Khởi,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Tiên hiệp , Tu chân , Xuyên việt , Hệ thống , Xuyên thư , Chủ thụ , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1",Hoàn thành,186177,4050,256,,https://wikicv.net/truyen/ga-cho-long-ngao-thien-YqVYC1S4CCCnmfPM
Ta không có khả năng là di động thiên tai,Nhất Chỉ Vô Kê,"Nguyên sang , Đam mỹ , Tương lai , HE , Kinh dị , Mạt thế , Dị năng , Hệ thống , Cường cường , Chủ thụ , Sảng văn , Nhẹ nhàng",Còn tiếp,66283,4048,40,,https://wikicv.net/truyen/ta-khong-co-kha-nang-la-di-dong-thien-ta-aK9gH1S4CFWDb_E0
Xuyên nhanh: Quản gia tổng bị người mơ ước,Đậu Hủ Quân Đoàn,"Nguyên sang , Đam mỹ , Hiện đại , Tương lai , HE , Tình cảm , Hệ thống , Xuyên nhanh , Hào môn thế gia , Chủ thụ , Đô thị tình duyên , Duyên trời tác hợp , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1 , Thị giác nam chủ , Nam phụ , Vạn nhân mê",Hoàn thành,203160,4043,77,,https://wikicv.net/truyen/xuyen-nhanh-quan-gia-tong-bi-nguoi-mo-uo-Y3eoQFS4CFAHY8mu
Toàn Tiên giới đều cảm thấy ta tràn đầy khổ trung,Yana Lạc Xuyên,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Tiên hiệp , Huyền huyễn , Tu chân , Hệ thống , Xuyên thư , Sinh con , Cường cường , Chủ thụ , Nhẹ nhàng , Pháo hôi , Sư đồ , 1v1",Hoàn thành,353799,4036,325,,https://wikicv.net/truyen/toan-tien-gioi-deu-cam-thay-ta-tran-day--YAGfAVS4CG49qv5U
Thế tử Hàn Tư Ân,Thời Bất Đãi Ngã,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Trọng sinh , Chủ công , Hào môn thế gia , Trạch đấu , Cung đình hầu tước , Sảng văn , Kiếp trước kiếp này , Kim bài đề cử 🥇 , Ngân bài đề cử 🥈 , Ngược tra , Vả mặt",Hoàn thành,368274,4029,102,,https://wikicv.net/truyen/the-tu-han-tu-an-Wk28j%7E8h7H9a%7EfvI
Thời gian tạm dừng về sau ta muốn làm gì thì làm ( vô hạn ),Thanh Khâu Thiên Dạ,"Nguyên sang , Đam mỹ , Hiện đại , HE , Khoa học viễn tưởng , Hệ thống , Vô hạn lưu , Chủ thụ , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1 , Cthulhu",Hoàn thành,105052,4018,220,,https://wikicv.net/truyen/thoi-gian-tam-dung-ve-sau-ta-muon-lam-gi-YJYysFS4CDC9srin
Vì ăn no ta gả cho tân đế,Dật Chúc,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Mỹ thực , Làm giàu , Chủ thụ , Cung đình hầu tước , Sảng văn , Kim Bảng 🏆 , 1v1",Hoàn thành,202085,4013,63,,https://wikicv.net/truyen/vi-an-no-ta-ga-cho-tan-de-X_PXK1S4CGTyWRJA
Người qua đường Giáp cùng hào môn đại lão liên hôn sau,Ninh Dực,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Giới giải trí , Cường cường , Cưới trước yêu sau , Chủ thụ , Nhẹ nhàng , Vạn nhân mê , Áo choàng lưu",Hoàn thành,271415,4008,265,,https://wikicv.net/truyen/nguoi-qua-duong-giap-cung-hao-mon-dai-la-ZSletFS4CAwZWt2P
Tra công sủng phu hằng ngày [ xuyên nhanh ],Bàn Đại Thông,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Tiên hiệp , Tu chân , Ngọt văn , Xuyên nhanh , Chủ công , Sảng văn , Nhẹ nhàng , Tiểu bạch văn , 1v1",Hoàn thành,226270,4006,102,,https://wikicv.net/truyen/tra-cong-sung-phu-hang-ngay-xuyen-nhanh-XrMcjlS4CCTlT0oM
Ngụy Trang Học Tra,Mộc Qua Hoàng,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Vườn trường , Hoan hỉ oan gia , Chủ thụ , Nhẹ nhàng , Hài hước , Đô thị tình duyên , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1",Hoàn thành,253175,3998,157,,https://wikicv.net/truyen/nguy-trang-hoc-tra-WlBHEO8h7GyL8%7EdZ
Võng vương chi tiến công Niou-kun,ai Xuyên Việt Đích Hắc Thỏ,"Diễn sinh , Đam mỹ , Hiện đại , HE , Tình cảm , Manga anime , Thi đấu cạnh kỹ , Thể thao , Hoàng tử Tennis , Linh dị thần quái , 1v1",Hoàn thành,126292,3994,27,,https://wikicv.net/truyen/vong-vuong-chi-tien-cong-niou-kun-ZTsqllS4CDcfuO8%7E
Thành thần toàn dựa ta khoác áo choàng,Đạo Trường Đan Phi,"Nguyên sang , Đam mỹ , Tương lai , OE , Tình cảm , Ngọt văn , Hệ thống , Vô hạn lưu , Chủ thụ , Sảng văn , Nhẹ nhàng , Kim bài đề cử 🥇 , 1v1",Còn tiếp,117883,3991,129,,https://wikicv.net/truyen/thanh-than-toan-dua-ta-khoac-ao-choang-ZrMNUlS4CAFC9rKM
Tà thần lại là ta chính mình,Ninh Thế Cửu,"Nguyên sang , Đam mỹ , Tương lai , HE , Tình cảm , Xuyên việt , Chủ thụ , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1",Hoàn thành,102705,3988,72,,https://wikicv.net/truyen/ta-than-lai-la-ta-chinh-minh-Zrz0DkbIjjb69bpn
Sau khi trọng sinh ta về Miêu Cương kế thừa gia nghiệp,Yến Cô Hồng,"Nguyên sang , Đam mỹ , Tương lai , HE , Tình cảm , Kinh dị , Huyền huyễn , Trọng sinh , Cường cường , Chủ thụ , Sảng văn , Kim bài đề cử 🥇 , Linh dị thần quái , 1v1",Hoàn thành,183526,3983,158,,https://wikicv.net/truyen/sau-khi-trong-sinh-ta-ve-mieu-cuong-ke-t-Xt5zKDzLcgIaKCSA
Ngoài ý muốn đánh dấu ( xuyên thư ),Điệp Chi Linh,"Nguyên sang , Đam mỹ , Tương lai , HE , Tình cảm , Ngọt văn , Xuyên thư , Sinh con , Chủ công , ABO , Giới giải trí , Niên thượng , Dưỡng thành , 1v1",Hoàn thành,269259,3981,175,,https://wikicv.net/truyen/ngoai-y-muon-danh-dau-xuyen-thu-X5yUrFS4CE%7EEcUDX
Ta biến thành tiểu long đản của đại lão,Quyển Hàn Tô,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Sinh con , Cường cường , Chủ thụ , Nhẹ nhàng , Ấm áp , Duyên trời tác hợp , Kim bài đề cử 🥇 , Linh dị thần quái , 1v1",Hoàn thành,162719,3977,26,,https://wikicv.net/truyen/ta-bien-thanh-tieu-long-dan-cua-dai-lao-X6eru1S4CCuTESTE
Xuyên nhanh chi cứu vớt tiểu đáng thương tức phụ,Nhất Sinh Si Tuyệt,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Ngọt văn , Xuyên nhanh , Chủ công , Ngược tra",Hoàn thành,225372,3977,48,,https://wikicv.net/truyen/xuyen-nhanh-chi-cuu-vot-tieu-dang-thuong-ZF5ow2He7Bg5pfJW
Xuyên thư: Bệnh mỹ nhân cùng hắn trúc mã bảo tiêu,Tô Mang,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Xuyên thư , Vườn trường , Thanh mai trúc mã , Chủ thụ , Đô thị tình duyên , Pháo hôi , Kim bài đề cử 🥇 , 1v1 , Thị giác nam chủ",Hoàn thành,261849,3967,284,,https://wikicv.net/truyen/xuyen-thu-benh-my-nhan-cung-han-truc-ma--Yqa8BlS4CE%7Eqi%7EQh
Quý tộc học viện người qua đường sẽ mơ thấy F4 sao,Triều Lộ Hi,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Hệ thống , Xuyên thư , Chủ thụ , Sảng văn , Nhẹ nhàng , Người qua đường , Kim Bảng 🏆 , Vạn nhân mê , Học viện quý tộc",Hoàn thành,118312,3968,532,,https://wikicv.net/truyen/quy-toc-hoc-vien-nguoi-qua-duong-se-mo-t-aAUvu_TaEH7dKglu
Gả cho hào môn lão nam nhân,Thiên Phong Nhất Hạc,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Sinh con , Hào môn thế gia , Cưới trước yêu sau , Chủ thụ , Nhẹ nhàng , Ấm áp , Trâu già gặm cỏ non , Kim bài đề cử 🥇 , 1v1",Hoàn thành,583643,3963,184,,https://wikicv.net/truyen/ga-cho-hao-mon-lao-nam-nhan-WvehRO8h7C48zJv%7E
Ta lọt vào mắt xanh bạch nguyệt quang của nam chủ  [ xuyên thư ],Nhất Tiết Ngẫu,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Xuyên thư , Chủ thụ , Sảng văn , Kim bài đề cử 🥇 , Kim Bảng 🏆 , Nghịch tập , 1v1",Hoàn thành,314075,3962,212,,https://wikicv.net/truyen/ta-lot-vao-mat-xanh-bach-nguyet-quang-cu-XvAVxlS4CC6LTAGZ
Giả thiếu gia hồi thôn sau,Hỉ Thủy Mộc,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Chủ thụ , Thật giả thiếu gia , Trung khuyển , Trưởng thành",Hoàn thành,201641,3960,302,,https://wikicv.net/truyen/gia-thieu-gia-hoi-thon-sau-Z_uA6GHe7B7PPf9B
Cầu xin ngươi đừng trang manh tân [ vô hạn ],Khiết Nhi Bất Xá,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Vô hạn lưu , Chủ thụ , Linh dị thần quái",Hoàn thành,206150,3959,95,,https://wikicv.net/truyen/cau-xin-nguoi-dung-trang-manh-tan-vo-han-XZQrqVS4CBTKvJA0
"Xuyên thành Long Ngạo Thiên, vô số đại lão tranh khi ta liếm cẩu",An Mạn Mạn,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Tiên hiệp , Tu chân , Hệ thống , Xuyên thư , Nhẹ nhàng , Vạn nhân mê",Còn tiếp,135299,3958,161,,https://wikicv.net/truyen/xuyen-thanh-long-ngao-thien-vo-so-dai-la-ZW74dPTaEBSONQeb
Sống tạm ở thế giới tu chân,Dạ Du,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Tiên hiệp , Huyền huyễn , Tu chân , Chủ công , Thăng cấp lưu , Kim bài đề cử 🥇 , Linh dị thần quái",Hoàn thành,208144,3956,95,,https://wikicv.net/truyen/song-tam-o-the-gioi-tu-chan-ZwpA8vTaEHNfVTHW
Xuyên thành vạn nhân mê bạn trai [ xuyên thư ],Tây Oa,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Xuyên thư , Vườn trường , Chủ thụ , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1",Hoàn thành,276909,3955,224,,https://wikicv.net/truyen/xuyen-thanh-van-nhan-me-ban-trai-xuyen-t-XjDsx1S4CBDyxAjN
Sau khi xuyên trở về ta gả vào hào môn,Vô Y yoyo,"Nguyên sang , Đam mỹ , Cận đại , Hiện đại , HE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Xuyên việt , Song khiết 🕊️ , Mỹ thực , Hào môn thế gia , Cường cường , Chủ thụ , Sảng văn , Kim bài đề cử 🥇 , Kim Bảng 🏆 , Linh dị thần quái , 1v1",Hoàn thành,284381,3953,91,,https://wikicv.net/truyen/sau-khi-xuyen-tro-ve-ta-ga-vao-hao-mon-W_GeA1S4CGvoSYwZ
Tẩy trắng siêu anh sau bọn họ trọng sinh [ tổng anh mỹ ],Lam Bạch Nội Khố Đích Miêu,"Diễn sinh , Đam mỹ , Hiện đại , HE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Phim ảnh , Ma pháp , Ngọt văn , Hệ thống , Ngược văn , Cường cường , Chủ thụ , Hài hước , Siêu anh hùng , Phương Tây , Nghịch tập , Phim Anh Mỹ , 1v1",Hoàn thành,121540,3952,313,,https://wikicv.net/truyen/tay-trang-sieu-anh-sau-bon-ho-trong-sinh-XUlSSFS4CGaVbCo1
Hung nhân ác sát,Niên Chung,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Trinh thám , Huyền huyễn , Cường cường , Chủ thụ , Hắc ám , Linh dị thần quái , 1v1 , Thị giác nam chủ",Hoàn thành,86864,3942,181,,https://wikicv.net/truyen/hung-nhan-ac-sat-YlMyi1S4CAsH3du5
Phá của nhân ngư tiểu nhãi con,Vân Kiếp,"Nguyên sang , Đam mỹ , Tương lai , HE , Tình cảm , Khoa học viễn tưởng , Dị năng , Sinh con , Tinh tế , Cường cường , Thanh mai trúc mã , Chủ thụ , Nhẹ nhàng , Hài hước , Mỹ nhân ngư , Kim bài đề cử 🥇 , 1v1 , Manh bảo , Manh sủng , Nữ trang đại lão",Hoàn thành,245209,3939,165,,https://wikicv.net/truyen/pha-cua-nhan-ngu-tieu-nhai-con-YJY1RlS4CDC9srjQ
Người máy cũng có thể đánh tennis,Tả Mộc Trà Trà Quân,"Diễn sinh , Đam mỹ , Hiện đại , HE , Tình cảm , Manga anime , Chủ thụ , Nhẹ nhàng , Hoàng tử Tennis , Tiểu bạch văn , 1v1 , Chậm nhiệt , Chữa lành , Hằng ngày",Hoàn thành,94355,3932,44,,https://wikicv.net/truyen/nguoi-may-cung-co-the-danh-tennis-ZuFbyzu260lgTH84
Công lược nam thần lật xe hằng ngày,Tiệm Khước Nha,"Nguyên sang , Đam mỹ , Cận đại , Hiện đại , HE , Tình cảm , Dị năng , Ngọt văn , Song khiết 🕊️ , Xuyên thư , Vườn trường , Chủ thụ , Nhẹ nhàng , Mỹ nhân ngư , Kim bài đề cử 🥇 , 1v1",Hoàn thành,236851,3906,348,,https://wikicv.net/truyen/cong-luoc-nam-than-lat-xe-hang-ngay-XhSZc1S4CDc5lipV
Alpha này cực kì thơm [Xuyên sách],Chước Đường,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Xuyên thư , ABO , Giới giải trí , Chủ thụ , Kim bài đề cử 🥇 , 1v1",Hoàn thành,347894,3903,151,,https://wikicv.net/truyen/alpha-nay-cuc-ki-thom-xuyen-sach-XpxiFTzLcixvDYhB
Làm BOSS trong trò chơi chạy trốn,Dạ Vãn Đích Huyết,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Xuyên việt , Hệ thống , Xuyên nhanh , Vô hạn lưu , Trò chơi , Linh dị thần quái",Hoàn thành,159592,3901,147,,https://wikicv.net/truyen/lam-boss-trong-tro-choi-chay-tron-XVIJrVS4CAFVohZh
Thế thân càng ngày càng đáng yêu làm sao bây giờ,Mạch Thành Lãng,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Xuyên thư , Hào môn thế gia , Chủ thụ , Sảng văn , 1v1 , Chữa lành",Hoàn thành,238787,3900,225,,https://wikicv.net/truyen/the-than-cang-ngay-cang-dang-yeu-lam-sao-YXoQS1S4CELFZM9i
Quái đàm đều nói ta là cái lão lục,Chư Cát Thái,"Nguyên sang , Đam mỹ , Tương lai , HE , Tình cảm , Cường cường , Thăng cấp lưu , Chủ thụ , Sảng văn , Hài hước , Thiên chi kiêu tử , Kim bài đề cử 🥇 , Linh dị thần quái , 1v1",Hoàn thành,96005,3899,93,,https://wikicv.net/truyen/quai-dam-deu-noi-ta-la-cai-lao-luc-ZN8e4_TaECBtLE7u
Bị nhi tử thân cha tìm tới cửa lúc sau,Hắc Miêu Nghễ Nghễ,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Thần tiên yêu quái , Song khiết 🕊️ , Sinh con , Hào môn thế gia , Giới giải trí , Chủ thụ , Sảng văn , Nhẹ nhàng , Kiếp trước kiếp này , Kim bài đề cử 🥇 , Linh dị thần quái",Hoàn thành,472238,3897,95,,https://wikicv.net/truyen/bi-nhi-tu-than-cha-tim-toi-cua-luc-sau-Wm0hru8h7FCVtfcS
Tiểu ngọt A ai không thích đâu,Tối Ái Mai Tử Tửu,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Song khiết 🕊️ , ABO , Niên thượng , Chủ thụ , Nhẹ nhàng , 1v1",Hoàn thành,181113,3892,149,,https://wikicv.net/truyen/tieu-ngot-a-ai-khong-thich-dau-YPFwIlS4CHt%7EBsij
Xuyên đến cổ đại đương hoàng đế,Thời Bất Đãi Ngã,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Xuyên việt , Chủ công , Cường cường , Cung đình hầu tước , Nhẹ nhàng , Ngân bài đề cử 🥈 , 1v1 , Đế vương , Cứu rỗi , Ác độc",Hoàn thành,91245,3886,123,,https://wikicv.net/truyen/xuyen-den-co-dai-duong-hoang-de-aA%7EjxfTaEFMjngBN
Ngôi vị hoàng đế phi ta không thể sao,Xuân Phong Dao,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Xuyên việt , Hệ thống , Cường cường , Chủ thụ , Nhẹ nhàng , Sa điêu",Hoàn thành,104935,3886,269,,https://wikicv.net/truyen/ngoi-vi-hoang-de-phi-ta-khong-the-sao-aNoISlS4CFIcuv4E
Vứt bỏ tra công về sau [ xuyên nhanh ],Thi Hòe,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Hệ thống , Xuyên nhanh , Chủ thụ , Sảng văn , Vả mặt , 1v1",Hoàn thành,358380,3881,218,,https://wikicv.net/truyen/vut-bo-tra-cong-ve-sau-xuyen-nhanh-Xw2_6FS4CDNDVzRz
Đường Môn thiên tài cùng cơ giáp nam thần,Manh Dữu,"Nguyên sang , Đam mỹ , Tương lai , HE , Tình cảm , Xuyên việt , Dị năng , Tinh tế , Cơ giáp , Lính gác dẫn đường , Quân văn , Cường cường , Chủ thụ , Nhẹ nhàng , Phát sóng trực tiếp , Thiên chi kiêu tử , Kim bài đề cử 🥇 , 1v1 , Thị giác nam chủ",Hoàn thành,180550,3878,133,,https://wikicv.net/truyen/duong-mon-thien-tai-cung-co-giap-nam-tha-YonMSVS4CHlqapvK
Đương thẳng nam xuyên thành BL văn si tình nam xứng,Quả Ngọc Nãi Ưu,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Tiên hiệp , Tu chân , Ngọt văn , Song khiết 🕊️ , Xuyên thư , Cường cường , Thăng cấp lưu , Chủ thụ , Nhẹ nhàng , Thanh thủy văn , Kim bài đề cử 🥇 , 1v1 , Nam phụ , Đơn hướng yêu thầm , Chậm nhiệt , Mỹ công",Hoàn thành,200690,3853,217,,https://wikicv.net/truyen/duong-thang-nam-xuyen-thanh-bl-van-si-ti-YDL_4lS4CGQk0RhI
Các nguyên soái đồng thời đòi ly hôn,Long Thất,"Nguyên sang , Đam mỹ , Cổ đại , Cận đại , Hiện đại , Tương lai , HE , Tình cảm , Khoa học viễn tưởng , Ngọt văn , Thần tiên yêu quái , Xuyên nhanh , Phong thủy , Tinh tế , Huyết tộc , Giới giải trí , Cường cường , Chủ thụ , Cung đình hầu tước , Sảng văn , Hài hước , Ấm áp , Duyên trời tác hợp , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1 , Main là động vật",Hoàn thành,308591,3852,175,,https://wikicv.net/truyen/cac-nguyen-soai-dong-thoi-doi-ly-hon-WPneG%7E8h7GMOesry
Mang theo quầy bán quà vặt đến cổ đại,Diệp Ức Lạc,"Nguyên sang , Đam mỹ , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Tùy thân không gian , Làm giàu , Chủ công , Trạch đấu , Cưới trước yêu sau , Nhẹ nhàng , Liên Thành 3 sao , 1v1",Hoàn thành,910628,3852,107,,https://wikicv.net/truyen/mang-theo-quay-ban-qua-vat-den-co-dai-W4_P3zu262AyLK5g
Con mọt sách thực buồn rầu,Trần Khả Tu,"Nguyên sang , Đam mỹ , Hiện đại , HE , Tình cảm , Ngọt văn , Xuyên thư , Chủ công , ABO , Pháo hôi , Kim bài đề cử 🥇 , Kim Bảng 🏆 , 1v1",Hoàn thành,175955,3851,108,,https://wikicv.net/truyen/con-mot-sach-thuc-buon-rau-ZRSyVVS4CGYPmfS5
